gene,databases_count,peptideatlas,hpa_ms,hpa_pea,gpmdb,paxdb
CCDC22,1,FALSE,FALSE,FALSE,FALSE,TRUE
CCDC25,1,FALSE,FALSE,FALSE,FALSE,TRUE
CCDC40,1,FALSE,FALSE,FALSE,FALSE,TRUE
CCDC51,1,FALSE,FALSE,FALSE,FALSE,TRUE
CCDC57,1,FALSE,FALSE,FALSE,FALSE,TRUE
CCDC73,1,FALSE,FALSE,FALSE,FALSE,TRUE
CCDC83,1,FALSE,FALSE,FALSE,FALSE,TRUE
CCDC86,1,FALSE,FALSE,FALSE,FALSE,TRUE
CCDC88C,1,FALSE,FALSE,FALSE,FALSE,TRUE
CCDC9,1,FALSE,FALSE,FALSE,FALSE,TRUE
CCDC91,1,FALSE,FALSE,FALSE,FALSE,TRUE
CCDC93,1,FALSE,FALSE,FALSE,FALSE,TRUE
CCNA2,1,FALSE,FALSE,FALSE,FALSE,TRUE
CCNC,1,FALSE,FALSE,FALSE,FALSE,TRUE
CCNI,1,FALSE,FALSE,FALSE,FALSE,TRUE
CCNK,1,FALSE,FALSE,FALSE,FALSE,TRUE
CCT6B,1,FALSE,FALSE,FALSE,FALSE,TRUE
CD2,1,FALSE,FALSE,FALSE,FALSE,TRUE
CD200R1L,1,FALSE,FALSE,FALSE,FALSE,TRUE
CD300A,1,FALSE,FALSE,FALSE,FALSE,TRUE
CD47,1,FALSE,FALSE,FALSE,FALSE,TRUE
CD7,1,FALSE,FALSE,FALSE,FALSE,TRUE
CD80,1,FALSE,FALSE,FALSE,FALSE,TRUE
CDADC1,1,FALSE,FALSE,FALSE,FALSE,TRUE
CDC16,1,FALSE,FALSE,FALSE,FALSE,TRUE
CDC25A,1,FALSE,FALSE,FALSE,FALSE,TRUE
CDC40,1,FALSE,FALSE,FALSE,FALSE,TRUE
CDC42EP4,1,FALSE,FALSE,FALSE,FALSE,TRUE
CDCA7L,1,FALSE,FALSE,FALSE,FALSE,TRUE
CDH10,1,FALSE,FALSE,FALSE,FALSE,TRUE
CDH20,1,FALSE,FALSE,FALSE,FALSE,TRUE
CDH22,1,FALSE,FALSE,FALSE,FALSE,TRUE
CDH7,1,FALSE,FALSE,FALSE,FALSE,TRUE
CDH9,1,FALSE,FALSE,FALSE,FALSE,TRUE
CDIP1,1,FALSE,FALSE,FALSE,FALSE,TRUE
CDK12,1,FALSE,FALSE,FALSE,FALSE,TRUE
CDK13,1,FALSE,FALSE,FALSE,FALSE,TRUE
CDK14,1,FALSE,FALSE,FALSE,FALSE,TRUE
CDK15,1,FALSE,FALSE,FALSE,FALSE,TRUE
CDK16,1,FALSE,FALSE,FALSE,FALSE,TRUE
CDK17,1,FALSE,FALSE,FALSE,FALSE,TRUE
CDK18,1,FALSE,FALSE,FALSE,FALSE,TRUE
CDK3,1,FALSE,FALSE,FALSE,FALSE,TRUE
CDK4,1,FALSE,FALSE,FALSE,FALSE,TRUE
CDK5RAP1,1,FALSE,FALSE,FALSE,FALSE,TRUE
CDK9,1,FALSE,FALSE,FALSE,FALSE,TRUE
CDKL3,1,FALSE,FALSE,FALSE,FALSE,TRUE
CDKN2B,1,FALSE,FALSE,FALSE,FALSE,TRUE
CDKN2C,1,FALSE,FALSE,FALSE,FALSE,TRUE
CDR2L,1,FALSE,FALSE,FALSE,FALSE,TRUE
CDS2,1,FALSE,FALSE,FALSE,FALSE,TRUE
CEACAM7,1,FALSE,FALSE,FALSE,FALSE,TRUE
CELA3B,1,FALSE,FALSE,FALSE,FALSE,TRUE
CELF1,1,FALSE,FALSE,FALSE,FALSE,TRUE
CELF2,1,FALSE,FALSE,FALSE,FALSE,TRUE
CELF3,1,FALSE,FALSE,FALSE,FALSE,TRUE
CELF6,1,FALSE,FALSE,FALSE,FALSE,TRUE
CENPA,1,FALSE,FALSE,FALSE,FALSE,TRUE
CENPE,1,FALSE,FALSE,FALSE,FALSE,TRUE
CENPF,1,FALSE,FALSE,FALSE,FALSE,TRUE
CENPO,1,FALSE,FALSE,FALSE,FALSE,TRUE
CENPV,1,FALSE,FALSE,FALSE,FALSE,TRUE
CEP104,1,FALSE,FALSE,FALSE,FALSE,TRUE
CEP131,1,FALSE,FALSE,FALSE,FALSE,TRUE
CEP135,1,FALSE,FALSE,FALSE,FALSE,TRUE
CEP162,1,FALSE,FALSE,FALSE,FALSE,TRUE
CEP43,1,FALSE,FALSE,FALSE,FALSE,TRUE
CEP55,1,FALSE,FALSE,FALSE,FALSE,TRUE
CEP57,1,FALSE,FALSE,FALSE,FALSE,TRUE
CFAP161,1,FALSE,FALSE,FALSE,FALSE,TRUE
CFAP184,1,FALSE,FALSE,FALSE,FALSE,TRUE
CFAP210,1,FALSE,FALSE,FALSE,FALSE,TRUE
CFAP54,1,FALSE,FALSE,FALSE,FALSE,TRUE
CFAP57,1,FALSE,FALSE,FALSE,FALSE,TRUE
CFAP61,1,FALSE,FALSE,FALSE,FALSE,TRUE
CFDP1,1,FALSE,FALSE,FALSE,FALSE,TRUE
CGB1,1,FALSE,FALSE,FALSE,FALSE,TRUE
CGB2,1,FALSE,FALSE,FALSE,FALSE,TRUE
CGB3,1,FALSE,FALSE,FALSE,FALSE,TRUE
CGB5,1,FALSE,FALSE,FALSE,FALSE,TRUE
CGB7,1,FALSE,FALSE,FALSE,FALSE,TRUE
CGB8,1,FALSE,FALSE,FALSE,FALSE,TRUE
CGN,1,FALSE,FALSE,FALSE,FALSE,TRUE
CGNL1,1,FALSE,FALSE,FALSE,FALSE,TRUE
CHCHD1,1,FALSE,FALSE,FALSE,FALSE,TRUE
CHCHD2,1,FALSE,FALSE,FALSE,FALSE,TRUE
CHCHD4,1,FALSE,FALSE,FALSE,FALSE,TRUE
CHD3,1,FALSE,FALSE,FALSE,FALSE,TRUE
CHD4,1,FALSE,FALSE,FALSE,FALSE,TRUE
CHD5,1,FALSE,FALSE,FALSE,FALSE,TRUE
CHD6,1,FALSE,FALSE,FALSE,FALSE,TRUE
CHD7,1,FALSE,FALSE,FALSE,FALSE,TRUE
CHD9,1,FALSE,FALSE,FALSE,FALSE,TRUE
CHFR,1,FALSE,FALSE,FALSE,FALSE,TRUE
CHIA,1,FALSE,FALSE,FALSE,FALSE,TRUE
CHMP1B,1,FALSE,FALSE,FALSE,FALSE,TRUE
CHMP2B,1,FALSE,FALSE,FALSE,FALSE,TRUE
CHRNA10,1,FALSE,FALSE,FALSE,FALSE,TRUE
CHRNA3,1,FALSE,FALSE,FALSE,FALSE,TRUE
CHST13,1,FALSE,FALSE,FALSE,FALSE,TRUE
CHST4,1,FALSE,FALSE,FALSE,FALSE,TRUE
CHST7,1,FALSE,FALSE,FALSE,FALSE,TRUE
CHSY1,1,FALSE,FALSE,FALSE,FALSE,TRUE
CHSY3,1,FALSE,FALSE,FALSE,FALSE,TRUE
CHTOP,1,FALSE,FALSE,FALSE,FALSE,TRUE
CIAO2B,1,FALSE,FALSE,FALSE,FALSE,TRUE
CIC,1,FALSE,FALSE,FALSE,FALSE,TRUE
CISD2,1,FALSE,FALSE,FALSE,FALSE,TRUE
CKS1B,1,FALSE,FALSE,FALSE,FALSE,TRUE
CLASP1,1,FALSE,FALSE,FALSE,FALSE,TRUE
CLDN15,1,FALSE,FALSE,FALSE,FALSE,TRUE
CLEC12A,1,FALSE,FALSE,FALSE,FALSE,TRUE
CLEC2L,1,FALSE,FALSE,FALSE,FALSE,TRUE
CLK1,1,FALSE,FALSE,FALSE,FALSE,TRUE
CLMN,1,FALSE,FALSE,FALSE,FALSE,TRUE
CLPB,1,FALSE,FALSE,FALSE,FALSE,TRUE
CLPTM1,1,FALSE,FALSE,FALSE,FALSE,TRUE
CNOT10,1,FALSE,FALSE,FALSE,FALSE,TRUE
CNOT3,1,FALSE,FALSE,FALSE,FALSE,TRUE
CNOT4,1,FALSE,FALSE,FALSE,FALSE,TRUE
COA3,1,FALSE,FALSE,FALSE,FALSE,TRUE
COA6,1,FALSE,FALSE,FALSE,FALSE,TRUE
COBL,1,FALSE,FALSE,FALSE,FALSE,TRUE
COG4,1,FALSE,FALSE,FALSE,FALSE,TRUE
COG8,1,FALSE,FALSE,FALSE,FALSE,TRUE
COL28A1,1,FALSE,FALSE,FALSE,FALSE,TRUE
COL4A4,1,FALSE,FALSE,FALSE,FALSE,TRUE
COL4A6,1,FALSE,FALSE,FALSE,FALSE,TRUE
COL8A1,1,FALSE,FALSE,FALSE,FALSE,TRUE
COL8A2,1,FALSE,FALSE,FALSE,FALSE,TRUE
COMMD3-BMI1,1,FALSE,FALSE,FALSE,FALSE,TRUE
COMMD5,1,FALSE,FALSE,FALSE,FALSE,TRUE
COMMD6,1,FALSE,FALSE,FALSE,FALSE,TRUE
COMMD9,1,FALSE,FALSE,FALSE,FALSE,TRUE
COMTD1,1,FALSE,FALSE,FALSE,FALSE,TRUE
COPG2,1,FALSE,FALSE,FALSE,FALSE,TRUE
COQ5,1,FALSE,FALSE,FALSE,FALSE,TRUE
CORIN,1,FALSE,FALSE,FALSE,FALSE,TRUE
CORO6,1,FALSE,FALSE,FALSE,FALSE,TRUE
CORO7-PAM16,1,FALSE,FALSE,FALSE,FALSE,TRUE
COX19,1,FALSE,FALSE,FALSE,FALSE,TRUE
COX20,1,FALSE,FALSE,FALSE,FALSE,TRUE
COX7A2L,1,FALSE,FALSE,FALSE,FALSE,TRUE
CPA5,1,FALSE,FALSE,FALSE,FALSE,TRUE
CPA6,1,FALSE,FALSE,FALSE,FALSE,TRUE
CPEB3,1,FALSE,FALSE,FALSE,FALSE,TRUE
CPEB4,1,FALSE,FALSE,FALSE,FALSE,TRUE
CPNE2,1,FALSE,FALSE,FALSE,FALSE,TRUE
CPNE4,1,FALSE,FALSE,FALSE,FALSE,TRUE
CPNE5,1,FALSE,FALSE,FALSE,FALSE,TRUE
CPNE6,1,FALSE,FALSE,FALSE,FALSE,TRUE
CPNE7,1,FALSE,FALSE,FALSE,FALSE,TRUE
CPNE8,1,FALSE,FALSE,FALSE,FALSE,TRUE
CPNE9,1,FALSE,FALSE,FALSE,FALSE,TRUE
CPO,1,FALSE,FALSE,FALSE,FALSE,TRUE
CPSF2,1,FALSE,FALSE,FALSE,FALSE,TRUE
CPSF3,1,FALSE,FALSE,FALSE,FALSE,TRUE
CPZ,1,FALSE,FALSE,FALSE,FALSE,TRUE
CR1L,1,FALSE,FALSE,FALSE,FALSE,TRUE
CRACDL,1,FALSE,FALSE,FALSE,FALSE,TRUE
CRAMP1,1,FALSE,FALSE,FALSE,FALSE,TRUE
CREB3L4,1,FALSE,FALSE,FALSE,FALSE,TRUE
CREB5,1,FALSE,FALSE,FALSE,FALSE,TRUE
CREBBP,1,FALSE,FALSE,FALSE,FALSE,TRUE
CRIPTO,1,FALSE,FALSE,FALSE,FALSE,TRUE
CRNKL1,1,FALSE,FALSE,FALSE,FALSE,TRUE
CROCC,1,FALSE,FALSE,FALSE,FALSE,TRUE
CROCC2,1,FALSE,FALSE,FALSE,FALSE,TRUE
CRTC1,1,FALSE,FALSE,FALSE,FALSE,TRUE
CRY1,1,FALSE,FALSE,FALSE,FALSE,TRUE
CRY2,1,FALSE,FALSE,FALSE,FALSE,TRUE
CRYAA,1,FALSE,FALSE,FALSE,FALSE,TRUE
CRYBA4,1,FALSE,FALSE,FALSE,FALSE,TRUE
CRYBG2,1,FALSE,FALSE,FALSE,FALSE,TRUE
CSH1,1,FALSE,FALSE,FALSE,FALSE,TRUE
CSH2,1,FALSE,FALSE,FALSE,FALSE,TRUE
CSHL1,1,FALSE,FALSE,FALSE,FALSE,TRUE
CSMD2,1,FALSE,FALSE,FALSE,FALSE,TRUE
CSN1S1,1,FALSE,FALSE,FALSE,FALSE,TRUE
CSN3,1,FALSE,FALSE,FALSE,FALSE,TRUE
CSNK1A1,1,FALSE,FALSE,FALSE,FALSE,TRUE
CSNK1E,1,FALSE,FALSE,FALSE,FALSE,TRUE
CSNK1G1,1,FALSE,FALSE,FALSE,FALSE,TRUE
CSNK2A1,1,FALSE,FALSE,FALSE,FALSE,TRUE
CSNK2A3,1,FALSE,FALSE,FALSE,FALSE,TRUE
CSPG5,1,FALSE,FALSE,FALSE,FALSE,TRUE
CST2,1,FALSE,FALSE,FALSE,FALSE,TRUE
CSTF1,1,FALSE,FALSE,FALSE,FALSE,TRUE
CSTF2,1,FALSE,FALSE,FALSE,FALSE,TRUE
CSTF2T,1,FALSE,FALSE,FALSE,FALSE,TRUE
CTAGE15,1,FALSE,FALSE,FALSE,FALSE,TRUE
CTAGE6,1,FALSE,FALSE,FALSE,FALSE,TRUE
CTBP1,1,FALSE,FALSE,FALSE,FALSE,TRUE
CTBP2,1,FALSE,FALSE,FALSE,FALSE,TRUE
CTCFL,1,FALSE,FALSE,FALSE,FALSE,TRUE
CTDSPL,1,FALSE,FALSE,FALSE,FALSE,TRUE
CTNNA2,1,FALSE,FALSE,FALSE,FALSE,TRUE
CTRB2,1,FALSE,FALSE,FALSE,FALSE,TRUE
CTRL,1,FALSE,FALSE,FALSE,FALSE,TRUE
CTSE,1,FALSE,FALSE,FALSE,FALSE,TRUE
CWC15,1,FALSE,FALSE,FALSE,FALSE,TRUE
CWC27,1,FALSE,FALSE,FALSE,FALSE,TRUE
CXCL2,1,FALSE,FALSE,FALSE,FALSE,TRUE
CXORF38,1,FALSE,FALSE,FALSE,FALSE,TRUE
CYB5R1,1,FALSE,FALSE,FALSE,FALSE,TRUE
CYB5R2,1,FALSE,FALSE,FALSE,FALSE,TRUE
CYBA,1,FALSE,FALSE,FALSE,FALSE,TRUE
CYP24A1,1,FALSE,FALSE,FALSE,FALSE,TRUE
CYP26A1,1,FALSE,FALSE,FALSE,FALSE,TRUE
CYP2C8,1,FALSE,FALSE,FALSE,FALSE,TRUE
CYRIA,1,FALSE,FALSE,FALSE,FALSE,TRUE
CYSLTR2,1,FALSE,FALSE,FALSE,FALSE,TRUE
DAD1,1,FALSE,FALSE,FALSE,FALSE,TRUE
DBT,1,FALSE,FALSE,FALSE,FALSE,TRUE
DCAF12L2,1,FALSE,FALSE,FALSE,FALSE,TRUE
DCLK1,1,FALSE,FALSE,FALSE,FALSE,TRUE
DCP1A,1,FALSE,FALSE,FALSE,FALSE,TRUE
DDI1,1,FALSE,FALSE,FALSE,FALSE,TRUE
DDX10,1,FALSE,FALSE,FALSE,FALSE,TRUE
DDX11,1,FALSE,FALSE,FALSE,FALSE,TRUE
DDX19A,1,FALSE,FALSE,FALSE,FALSE,TRUE
DDX19B,1,FALSE,FALSE,FALSE,FALSE,TRUE
DDX25,1,FALSE,FALSE,FALSE,FALSE,TRUE
DDX4,1,FALSE,FALSE,FALSE,FALSE,TRUE
DDX50,1,FALSE,FALSE,FALSE,FALSE,TRUE
DDX51,1,FALSE,FALSE,FALSE,FALSE,TRUE
DDX60,1,FALSE,FALSE,FALSE,FALSE,TRUE
DENND1B,1,FALSE,FALSE,FALSE,FALSE,TRUE
DENND2C,1,FALSE,FALSE,FALSE,FALSE,TRUE
DENND3,1,FALSE,FALSE,FALSE,FALSE,TRUE
DENND4B,1,FALSE,FALSE,FALSE,FALSE,TRUE
DERL2,1,FALSE,FALSE,FALSE,FALSE,TRUE
DGKH,1,FALSE,FALSE,FALSE,FALSE,TRUE
DHCR24,1,FALSE,FALSE,FALSE,FALSE,TRUE
DHFR,1,FALSE,FALSE,FALSE,FALSE,TRUE
DHPS,1,FALSE,FALSE,FALSE,FALSE,TRUE
DHRS7,1,FALSE,FALSE,FALSE,FALSE,TRUE
DHRS7B,1,FALSE,FALSE,FALSE,FALSE,TRUE
DHX16,1,FALSE,FALSE,FALSE,FALSE,TRUE
DHX29,1,FALSE,FALSE,FALSE,FALSE,TRUE
DHX36,1,FALSE,FALSE,FALSE,FALSE,TRUE
DHX8,1,FALSE,FALSE,FALSE,FALSE,TRUE
DIAPH2,1,FALSE,FALSE,FALSE,FALSE,TRUE
DIP2A,1,FALSE,FALSE,FALSE,FALSE,TRUE
DIPK1A,1,FALSE,FALSE,FALSE,FALSE,TRUE
DIPK1C,1,FALSE,FALSE,FALSE,FALSE,TRUE
DIPK2A,1,FALSE,FALSE,FALSE,FALSE,TRUE
DIS3,1,FALSE,FALSE,FALSE,FALSE,TRUE
DLC1,1,FALSE,FALSE,FALSE,FALSE,TRUE
DLEC1,1,FALSE,FALSE,FALSE,FALSE,TRUE
DLG1,1,FALSE,FALSE,FALSE,FALSE,TRUE
DLG5,1,FALSE,FALSE,FALSE,FALSE,TRUE
DLX6,1,FALSE,FALSE,FALSE,FALSE,TRUE
DMAP1,1,FALSE,FALSE,FALSE,FALSE,TRUE
DMD,1,FALSE,FALSE,FALSE,FALSE,TRUE
DMXL2,1,FALSE,FALSE,FALSE,FALSE,TRUE
DNAAF5,1,FALSE,FALSE,FALSE,FALSE,TRUE
DNAH17,1,FALSE,FALSE,FALSE,FALSE,TRUE
DNAH2,1,FALSE,FALSE,FALSE,FALSE,TRUE
DNAH5,1,FALSE,FALSE,FALSE,FALSE,TRUE
DNAI2,1,FALSE,FALSE,FALSE,FALSE,TRUE
DNAJA4,1,FALSE,FALSE,FALSE,FALSE,TRUE
DNAJC11,1,FALSE,FALSE,FALSE,FALSE,TRUE
DNAJC12,1,FALSE,FALSE,FALSE,FALSE,TRUE
DNAJC8,1,FALSE,FALSE,FALSE,FALSE,TRUE
DNASE1L2,1,FALSE,FALSE,FALSE,FALSE,TRUE
DNHD1,1,FALSE,FALSE,FALSE,FALSE,TRUE
DNTTIP2,1,FALSE,FALSE,FALSE,FALSE,TRUE
DOCK10,1,FALSE,FALSE,FALSE,FALSE,TRUE
DOCK4,1,FALSE,FALSE,FALSE,FALSE,TRUE
DOCK5,1,FALSE,FALSE,FALSE,FALSE,TRUE
DOCK6,1,FALSE,FALSE,FALSE,FALSE,TRUE
DOCK8,1,FALSE,FALSE,FALSE,FALSE,TRUE
DOCK9,1,FALSE,FALSE,FALSE,FALSE,TRUE
DPM3,1,FALSE,FALSE,FALSE,FALSE,TRUE
DPYSL4,1,FALSE,FALSE,FALSE,FALSE,TRUE
DPYSL5,1,FALSE,FALSE,FALSE,FALSE,TRUE
DR1,1,FALSE,FALSE,FALSE,FALSE,TRUE
DRAP1,1,FALSE,FALSE,FALSE,FALSE,TRUE
DRP2,1,FALSE,FALSE,FALSE,FALSE,TRUE
DTNB,1,FALSE,FALSE,FALSE,FALSE,TRUE
DUSP11,1,FALSE,FALSE,FALSE,FALSE,TRUE
DUSP12,1,FALSE,FALSE,FALSE,FALSE,TRUE
DYNLRB1,1,FALSE,FALSE,FALSE,FALSE,TRUE
DYNLRB2,1,FALSE,FALSE,FALSE,FALSE,TRUE
DYNLT1,1,FALSE,FALSE,FALSE,FALSE,TRUE
DYRK1A,1,FALSE,FALSE,FALSE,FALSE,TRUE
EDC3,1,FALSE,FALSE,FALSE,FALSE,TRUE
EDEM1,1,FALSE,FALSE,FALSE,FALSE,TRUE
EDN1,1,FALSE,FALSE,FALSE,FALSE,TRUE
EDN3,1,FALSE,FALSE,FALSE,FALSE,TRUE
EFCAB6,1,FALSE,FALSE,FALSE,FALSE,TRUE
EFCAB7,1,FALSE,FALSE,FALSE,FALSE,TRUE
EFCC1,1,FALSE,FALSE,FALSE,FALSE,TRUE
EFL1,1,FALSE,FALSE,FALSE,FALSE,TRUE
EFNA2,1,FALSE,FALSE,FALSE,FALSE,TRUE
EFNA3,1,FALSE,FALSE,FALSE,FALSE,TRUE
EFNA4-EFNA3,1,FALSE,FALSE,FALSE,FALSE,TRUE
EHHADH,1,FALSE,FALSE,FALSE,FALSE,TRUE
EHMT1,1,FALSE,FALSE,FALSE,FALSE,TRUE
EIF1B,1,FALSE,FALSE,FALSE,FALSE,TRUE
EIF2AK3,1,FALSE,FALSE,FALSE,FALSE,TRUE
EIF2B3,1,FALSE,FALSE,FALSE,FALSE,TRUE
EIF2S3,1,FALSE,FALSE,FALSE,FALSE,TRUE
EIF2S3B,1,FALSE,FALSE,FALSE,FALSE,TRUE
EIF3C,1,FALSE,FALSE,FALSE,FALSE,TRUE
EIF3CL,1,FALSE,FALSE,FALSE,FALSE,TRUE
EIF5AL1,1,FALSE,FALSE,FALSE,FALSE,TRUE
ELAVL2,1,FALSE,FALSE,FALSE,FALSE,TRUE
ELAVL3,1,FALSE,FALSE,FALSE,FALSE,TRUE
ELAVL4,1,FALSE,FALSE,FALSE,FALSE,TRUE
ELMO1,1,FALSE,FALSE,FALSE,FALSE,TRUE
ELMO2,1,FALSE,FALSE,FALSE,FALSE,TRUE
ELMO3,1,FALSE,FALSE,FALSE,FALSE,TRUE
ELOVL1,1,FALSE,FALSE,FALSE,FALSE,TRUE
ELOVL7,1,FALSE,FALSE,FALSE,FALSE,TRUE
ELP6,1,FALSE,FALSE,FALSE,FALSE,TRUE
EMC10,1,FALSE,FALSE,FALSE,FALSE,TRUE
EMC3,1,FALSE,FALSE,FALSE,FALSE,TRUE
EMC8,1,FALSE,FALSE,FALSE,FALSE,TRUE
EMG1,1,FALSE,FALSE,FALSE,FALSE,TRUE
EML5,1,FALSE,FALSE,FALSE,FALSE,TRUE
EN1,1,FALSE,FALSE,FALSE,FALSE,TRUE
ENC1,1,FALSE,FALSE,FALSE,FALSE,TRUE
ENDOG,1,FALSE,FALSE,FALSE,FALSE,TRUE
ENO4,1,FALSE,FALSE,FALSE,FALSE,TRUE
ENOX2,1,FALSE,FALSE,FALSE,FALSE,TRUE
ENPP4,1,FALSE,FALSE,FALSE,FALSE,TRUE
ENY2,1,FALSE,FALSE,FALSE,FALSE,TRUE
EOMES,1,FALSE,FALSE,FALSE,FALSE,TRUE
EPB41L1,1,FALSE,FALSE,FALSE,FALSE,TRUE
EPB41L4A,1,FALSE,FALSE,FALSE,FALSE,TRUE
EPDR1,1,FALSE,FALSE,FALSE,FALSE,TRUE
EPHA3,1,FALSE,FALSE,FALSE,FALSE,TRUE
EPHA8,1,FALSE,FALSE,FALSE,FALSE,TRUE
EPHB1,1,FALSE,FALSE,FALSE,FALSE,TRUE
EPHX4,1,FALSE,FALSE,FALSE,FALSE,TRUE
EPN2,1,FALSE,FALSE,FALSE,FALSE,TRUE
EPOR,1,FALSE,FALSE,FALSE,FALSE,TRUE
EPS8L3,1,FALSE,FALSE,FALSE,FALSE,TRUE
ERAL1,1,FALSE,FALSE,FALSE,FALSE,TRUE
ERC2,1,FALSE,FALSE,FALSE,FALSE,TRUE
ERCC2,1,FALSE,FALSE,FALSE,FALSE,TRUE
ERCC3,1,FALSE,FALSE,FALSE,FALSE,TRUE
ERGIC1,1,FALSE,FALSE,FALSE,FALSE,TRUE
ERGIC2,1,FALSE,FALSE,FALSE,FALSE,TRUE
ERLIN1,1,FALSE,FALSE,FALSE,FALSE,TRUE
ERMN,1,FALSE,FALSE,FALSE,FALSE,TRUE
ERN1,1,FALSE,FALSE,FALSE,FALSE,TRUE
ERN2,1,FALSE,FALSE,FALSE,FALSE,TRUE
ERP27,1,FALSE,FALSE,FALSE,FALSE,TRUE
ERVV-1,1,FALSE,FALSE,FALSE,FALSE,TRUE
ERVV-2,1,FALSE,FALSE,FALSE,FALSE,TRUE
ESCO1,1,FALSE,FALSE,FALSE,FALSE,TRUE
ETNPPL,1,FALSE,FALSE,FALSE,FALSE,TRUE
EVI2B,1,FALSE,FALSE,FALSE,FALSE,TRUE
EVI5,1,FALSE,FALSE,FALSE,FALSE,TRUE
EXOC3,1,FALSE,FALSE,FALSE,FALSE,TRUE
EXOC3L4,1,FALSE,FALSE,FALSE,FALSE,TRUE
EXOSC1,1,FALSE,FALSE,FALSE,FALSE,TRUE
EXOSC4,1,FALSE,FALSE,FALSE,FALSE,TRUE
EYA4,1,FALSE,FALSE,FALSE,FALSE,TRUE
EYS,1,FALSE,FALSE,FALSE,FALSE,TRUE
EZHIP,1,FALSE,FALSE,FALSE,FALSE,TRUE
F2RL3,1,FALSE,FALSE,FALSE,FALSE,TRUE
FADS1,1,FALSE,FALSE,FALSE,FALSE,TRUE
FAHD1,1,FALSE,FALSE,FALSE,FALSE,TRUE
FAHD2A,1,FALSE,FALSE,FALSE,FALSE,TRUE
FAHD2B,1,FALSE,FALSE,FALSE,FALSE,TRUE
FAM118A,1,FALSE,FALSE,FALSE,FALSE,TRUE
FAM161A,1,FALSE,FALSE,FALSE,FALSE,TRUE
FAM170B,1,FALSE,FALSE,FALSE,FALSE,TRUE
FAM171B,1,FALSE,FALSE,FALSE,FALSE,TRUE
FAM25A,1,FALSE,FALSE,FALSE,FALSE,TRUE
FAM25C,1,FALSE,FALSE,FALSE,FALSE,TRUE
FAM25G,1,FALSE,FALSE,FALSE,FALSE,TRUE
FAM3A,1,FALSE,FALSE,FALSE,FALSE,TRUE
FAM47C,1,FALSE,FALSE,FALSE,FALSE,TRUE
FAM50A,1,FALSE,FALSE,FALSE,FALSE,TRUE
FAM50B,1,FALSE,FALSE,FALSE,FALSE,TRUE
FAM76B,1,FALSE,FALSE,FALSE,FALSE,TRUE
FAM81A,1,FALSE,FALSE,FALSE,FALSE,TRUE
FAM89B,1,FALSE,FALSE,FALSE,FALSE,TRUE
FAM90A1,1,FALSE,FALSE,FALSE,FALSE,TRUE
FAM9B,1,FALSE,FALSE,FALSE,FALSE,TRUE
FAN1,1,FALSE,FALSE,FALSE,FALSE,TRUE
FANCG,1,FALSE,FALSE,FALSE,FALSE,TRUE
FANCM,1,FALSE,FALSE,FALSE,FALSE,TRUE
FARP1,1,FALSE,FALSE,FALSE,FALSE,TRUE
FASTKD5,1,FALSE,FALSE,FALSE,FALSE,TRUE
FAT3,1,FALSE,FALSE,FALSE,FALSE,TRUE
FAU,1,FALSE,FALSE,FALSE,FALSE,TRUE
FBLL1,1,FALSE,FALSE,FALSE,FALSE,TRUE
FBRS,1,FALSE,FALSE,FALSE,FALSE,TRUE
FBXO15,1,FALSE,FALSE,FALSE,FALSE,TRUE
FBXO21,1,FALSE,FALSE,FALSE,FALSE,TRUE
FBXO24,1,FALSE,FALSE,FALSE,FALSE,TRUE
FBXO41,1,FALSE,FALSE,FALSE,FALSE,TRUE
FCHO1,1,FALSE,FALSE,FALSE,FALSE,TRUE
FECH,1,FALSE,FALSE,FALSE,FALSE,TRUE
FEM1C,1,FALSE,FALSE,FALSE,FALSE,TRUE
FER1L6,1,FALSE,FALSE,FALSE,FALSE,TRUE
FERMT1,1,FALSE,FALSE,FALSE,FALSE,TRUE
FFAR2,1,FALSE,FALSE,FALSE,FALSE,TRUE
FGD4,1,FALSE,FALSE,FALSE,FALSE,TRUE
FGFBP3,1,FALSE,FALSE,FALSE,FALSE,TRUE
FHAD1,1,FALSE,FALSE,FALSE,FALSE,TRUE
FHDC1,1,FALSE,FALSE,FALSE,FALSE,TRUE
FHIP1B,1,FALSE,FALSE,FALSE,FALSE,TRUE
FHL3,1,FALSE,FALSE,FALSE,FALSE,TRUE
FIBCD1,1,FALSE,FALSE,FALSE,FALSE,TRUE
FIGN,1,FALSE,FALSE,FALSE,FALSE,TRUE
FIGNL1,1,FALSE,FALSE,FALSE,FALSE,TRUE
FITM1,1,FALSE,FALSE,FALSE,FALSE,TRUE
FKBP1C,1,FALSE,FALSE,FALSE,FALSE,TRUE
FMC1,1,FALSE,FALSE,FALSE,FALSE,TRUE
FMC1-LUC7L2,1,FALSE,FALSE,FALSE,FALSE,TRUE
FMN1,1,FALSE,FALSE,FALSE,FALSE,TRUE
FMNL2,1,FALSE,FALSE,FALSE,FALSE,TRUE
FOXD3,1,FALSE,FALSE,FALSE,FALSE,TRUE
FOXD4,1,FALSE,FALSE,FALSE,FALSE,TRUE
FOXD4L3,1,FALSE,FALSE,FALSE,FALSE,TRUE
FOXD4L4,1,FALSE,FALSE,FALSE,FALSE,TRUE
FOXD4L5,1,FALSE,FALSE,FALSE,FALSE,TRUE
